,train_loss,test_loss
0,0.3948892164390206,0.2993135075412394
1,0.2919145752757902,0.2735039316550672
2,0.2758974526577069,0.2646306508451427
3,0.2683424207442565,0.2595979354888292
4,0.2636688093116,0.2554264323335904
5,0.25994514197225316,0.2519120343872531
6,0.25640336351604753,0.24747924985141928
7,0.2532640100096377,0.2438453883388356
8,0.2502765952741506,0.24198394981910695
9,0.24819441329245368,0.23932670257324837
10,0.2461629031375907,0.23803073696404786
11,0.24455703365620068,0.2375365250518927
12,0.2429858204619638,0.23360433636819916
13,0.2416426947861339,0.23281978417062613
14,0.24054759769375753,0.2318028217061944
15,0.2394935935393147,0.2305866270254876
16,0.23845313536253013,0.2308164468143329
17,0.2377318942112941,0.23022334332313013
18,0.23693130831608827,0.2275594324784906
19,0.23608687869433698,0.2286710694477828
20,0.23529310651209162,0.22744967740610106
21,0.2345885642186892,0.2269419359231214
22,0.2339409530847922,0.22497328044989057
23,0.23325383513594952,0.2254823463590138
24,0.23263599707020655,0.22715348830099136
25,0.23204730732002476,0.2240304163107449
26,0.23155834930609925,0.22347786489429824
27,0.23087752304999765,0.2255281426399855
28,0.23026374501971905,0.2237277949621918
29,0.22971591354558293,0.2247021338170457
30,0.22896551521801858,0.22315190513746455
31,0.2283671137131037,0.22288205841447964
32,0.22767215481891487,0.22352413231626564
33,0.2270674676730715,0.22385123937137266
34,0.22640995177729376,0.22259731431255284
35,0.2256514716536606,0.22312424320511132
36,0.22481172966317656,0.22772983030988536
37,0.2241300681655891,0.2219005350581732
38,0.22354825407380802,0.2225325106663077
39,0.22273272516855336,0.2234495318628597
40,0.22197342296898137,0.22481082685132275
41,0.221254000558707,0.2230174276260061
42,0.22019851654197065,0.22732991399385877
43,0.2197707708653819,0.22194867346447178
44,0.21872653184722665,0.22429555927941558
45,0.21795599586205464,0.22337689900070157
46,0.21724114571037878,0.22578355774784672
47,0.2163555860519409,0.22529663063517405
48,0.21562397966439698,0.22528364479724056
49,0.2145153276079916,0.22386854208026094
